Date,Company,Category,Victim website,Victim country,Attacker name,Ransom demand,Exfiltrated data amount,Exfiltrated data type:,Leaked data:,Ransom deadline:,Generalize,,,,,,,,,,,,,,
06-02-2023,CRISPIN VALVE,Machinery Manufacturing,crispinvalve.com,USA,LockBit3.0,N/A,59 GB,Miscellaneous documents,Sample with miscellaneous documents,27th Feb 23,Manufacture,,,,,,,,,,,,,,
06-02-2023,PREMIER RESEARCH LABS,Wellness and Fitness Services,prlabs.com,USA,LockBit3.0,N/A,"78,5 GB",Miscellaneous documents,Sample with miscellaneous documents,27th Feb 23,Service,,,,,,,,,,,,,,
06-02-2023,WOODWARD COMMUNICATIONS,Advertising Services,wcinet.com,USA,LockBit3.0,N/A,124 GB,Miscellaneous documents,Sample with PII documents,27th Feb 23,Service,,,,,,,,,,,,,,
06-02-2023,POINT DEDICATED SERVICES,Truck transportation,pointdedicated.com,USA,Play,N/A,N/A,PII documents,"50 GB of private and personal confidential data, a lot of passports, ssn, ID,",07th Feb 23,Service,,,,,,,,,,,,,,
06-02-2023,HKRI,Real Estate,hkri.com,Hong Kong,LockBit3.0,"$ 600,000",N/A,Miscellaneous documents,Sample with miscellaneous documents,10th Feb 23,Service,,,,,,,,,,,,,,
06-02-2023,MUNICIPALITY OF MEDELLIN,Public Sector,medellin.Public Sector.co,Colombia,LockBit3.0,N/A,N/A,Sensitive miscellaneous documents,Sample with miscellaneous documents,27th Feb 23,public sector,,,,,,,,,,,,,,
06-02-2023,JAMS,School,jams.edu.jo,Jordan,LockBit3.0,N/A,N/A,PII documents,Sample with screenshots of PII documents,27th Feb 23,Education,,,,,,,,,,,,,,
06-02-2023,BP LAWYERS,Law,bplawyers.co.id,Indonesia,LockBit3.0,N/A,N/A,N/A,/,20th Feb 23,Law,,,,,,,,,,,,,,
06-02-2023,TELEAPPS,IT Services and IT Consulting,teleapps.com,India,LockBit3.0,N/A,N/A,N/A,/,26th Feb 23,IT,,,,,,,,,,,,,,
06-02-2023,NICKLAUS,Sports,nicklaus.com,USA,LockBit3.0,N/A,N/A,N/A,/,21st Feb 23,Service,,,,,,,,,,,,,,
06-02-2023,LIMEVPN,Network,limevpn.com,Singapore,N/A,N/A,"23,348 users? account",Users? data,"Email addresses, IP addresses, Names, Passwords, Phone numbers, Physical",21st Feb 23,Service,,,,,,,,,,,,,,
06-02-2023,URM,Environmental Services,urmgroup.com.au,Australia,LockBit3.0,N/A,N/A,N/A,/,10th Feb 23,Service,,,,,,,,,,,,,,
07-02-2023,TRUTH FINDER,Consumer Services,truthfinder.com,USA,N/A,N/A,"8,159,573 accounts? record",Users? data,"Email addresses, Names, Passwords, Phone numbers",Data already leaked,Service,,,,,,,,,,,,,,
07-02-2023,INNOVATION COLLABORATION SYNERGY,IT Services and IT Consulting,ics-nett.com,USA,Royal,N/A,72 GB,Miscellaneous documents,100% of the exfiltrated data,N/A,IT,,,,,,,,,,,,,,
07-02-2023,GAME SOURCE ? VIRTUOS GAMES,Computer Games,virtuosgames.com,France,LockBit3.0,N/A,700 GB,Confidential information from,Sample with screenshots of miscellaneous folders,8th Feb 2023,Service,,,,,,,,,,,,,,
07-02-2023,INSTANT CHECKMATE,Consumer Services,instantcheckmate.com,USA,N/A,N/A,"11,943,887 account?s record",Users? data,"Email addresses, Names, Passwords, Phone numbers",All data already leaked,Service,,,,,,,,,,,,,,
07-02-2023,EAST TEXAS BRICK COMPANY,Construction,etbrick.com,USA,LockBit3.0,N/A,19 GB,Miscellaneous documents,Sample with miscellaneous documents,25th Feb 23,Service,,,,,,,,,,,,,,
07-02-2023,CRISPIN VALVE,Machinery Manufacturing,crispinvalve.com,USA,LockBit3.0,N/A,59 GB,Miscellaneous documents,Sample with miscellaneous documents,27th Feb 23,Manufacture,,,,,,,,,,,,,,
07-02-2023,PREMIER RESEARCH LABS,Wellness and Fitness Services,prlabs.com,USA,LockBit3.0,N/A,"78,5 GB",Miscellaneous documents,Sample with miscellaneous documents,27th Feb 23,Service,,,,,,,,,,,,,,
07-02-2023,WOODWARD COMMUNICATIONS,Advertising Services,wcinet.com,USA,LockBit3.0,N/A,124 GB,Miscellaneous documents,Sample with PII documents,27th Feb 23,Service,,,,,,,,,,,,,,
07-02-2023,POINT DEDICATED SERVICES,Truck transportation,pointdedicated.com,USA,Play,N/A,N/A,PII documents,"50 GB of private and personal confidential data, a lot of passports, ssn, ID,",07th Feb 23,Service,,,,,,,,,,,,,,
07-02-2023,HKRI,Real Estate,hkri.com,Hong Kong,LockBit3.0,"$ 600,000",N/A,Miscellaneous documents,Sample with miscellaneous documents,10th Feb 23,Service,,,,,,,,,,,,,,
07-02-2023,MUNICIPALITY OF MEDELLIN,Public Sector,medellin.Public Sector.co,Colombia,LockBit3.0,N/A,N/A,Sensitive miscellaneous documents,Sample with miscellaneous documents,27th Feb 23,public sector,,,,,,,,,,,,,,
07-02-2023,JAMS,School,jams.edu.jo,Jordan,LockBit3.0,N/A,N/A,PII documents,Sample with screenshots of PII documents,27th Feb 23,Education,,,,,,,,,,,,,,
07-02-2023,BP LAWYERS,Law,bplawyers.co.id,Indonesia,LockBit3.0,N/A,N/A,N/A,/,20th Feb 23,Law,,,,,,,,,,,,,,
07-02-2023,TELEAPPS,IT Services and IT Consulting,teleapps.com,India,LockBit3.0,N/A,N/A,N/A,/,26th Feb 23,IT,,,,,,,,,,,,,,
07-02-2023,NICKLAUS,Sports,nicklaus.com,USA,LockBit3.0,N/A,N/A,N/A,/,21st Feb 23,Service,,,,,,,,,,,,,,
07-02-2023,LIMEVPN,Network,limevpn.com,Singapore,N/A,N/A,"23,348 users? account",Users? data,"Email addresses, IP addresses, Names, Passwords, Phone numbers, Physical",21st Feb 23,Service,,,,,,,,,,,,,,
07-02-2023,URM,Environmental Services,urmgroup.com.au,Australia,LockBit3.0,N/A,N/A,N/A,/,10th Feb 23,Service,,,,,,,,,,,,,,
08-02-2023,CANTINA TOLLO,Food and Beverage,cantinatollo.it,Italy,LockBit3.0,"$ 249,000",N/A,Miscellaneous financial documents,Sample with miscellaneous financial documents,15th Feb 23,Service,,,,,,,,,,,,,,
08-02-2023,DUBAI GOLD & COMMODITIES EXCHANGE,Finance,dgcx.ae,United Arab Emirates,RansomHouse,N/A,100 GB,Miscellaneous documents,Sample with miscellaneous documents,N/A,Bank,,,,,,,,,,,,,,
09-02-2023,TRENDSETTER ENGINEERING,Oil and Gas,trendsetterengineering.com,USA,Royal,N/A,1 TB,"Personal data, HR, Finance, Projects etc. CEO?s and Top Management Mailboxes.",All exfiltrated data,N/A,Oil and Gas,,,,,,,,,,,,,,
09-02-2023,FINAPORT,Finance,finaport.com,Switzerland,BlackCat,N/A,"1,2 TB",Miscellaneous documents,All exfiltrated data,N/A,Bank,,,,,,,,,,,,,,
09-02-2023,EL-MOHANDES,Oil and Gas,el-mohandes.com,Egypt,BlackCat,N/A,1 TB,Miscellaneous documents including PII data,Sample with screenshots of PII documents,N/A,Oil and Gas,,,,,,,,,,,,,,
09-02-2023,MENKEN ORLANDO,Food,menkenorlando.nl,Netherlands,BlackCat,N/A,"1,8 TB","Financial and corporate documents, customer data; Clients? documentation",Sample with screenshots of PII documents,N/A,Service,,,,,,,,,,,,,,
09-02-2023,PENN POWER GROUP,Oil and Gas,pennpowergroup.com,USA,BlackByte,"$ 350,000",N/A,Miscellaneous financial documents,Sample with miscellaneous financial documents,N/A,Oil and Gas,,,,,,,,,,,,,,
09-02-2023," KERBER, ECK & BRAECKEL LLP",Accounting,kebcpa.com,USA,BlackCat,N/A,309 GB,"Internal Company Data (Employees personal data, CV?s, DL?s, ID?s, SSN?s,",/,N/A,Service,,,,,,,,,,,,,,
09-02-2023,MOUNT SAINT MARY COLLEGE,College,msmc.edu,USA,Vice Society,N/A,N/A,Miscellaneous documents including PII data,All exfiltrated data,N/A,Education,,,,,,,,,,,,,,
09-02-2023,TRANSPORTS FEUILLET SA,Transportation,transports-feuillet.fr,France,LockBit3.0,"$ 249,999",N/A,Contracts with clients. Agreements with partners. All financial information.,Sample with miscellaneous documents,18th Feb 23,Service,,,,,,,,,,,,,,
09-02-2023,FIVE GUYS ENTERPRISES,Food and Beverage,fiveguys.com,USA,BlackCat,N/A,N/A,Miscellaneous documents,Sample with screenshots of PII documents,N/A,Service,,,,,,,,,,,,,,
09-02-2023,ACS,engineering,acscm.com,USA,Play,N/A,N/A,Miscellaneous confidential and financial documents,/,12th Feb 23,Service,,,,,,,,,,,,,,
09-02-2023,CAVE BEBLENHEIM,IT,cave-beblenheim.com,France,Play,N/A,N/A,"Private and personal confidential data, agreements, employee and client",/,12th Feb 2023,IT,,,,,,,,,,,,,,
09-02-2023,A10,Cybersecurity,a10networks.com,USA,Play,N/A,N/A,"Private and personal confidential data, a lot of technical documentation,",/,12th Feb 23,Service,,,,,,,,,,,,,,
09-02-2023,JREYNOLDS,Roofing and waterproofing,jreynolds.com,USA,BlackCat,N/A,N/A,N/A,/,N/A,Service,,,,,,,,,,,,,,
10-02-2023,PHIHONG TECHNOLOGY,Manufacturing,phihong.com.tw,Taiwan,LockBit3.0,"$ 499,999",N/A,Contracts and agreements with customers. Sales data. Project documentation of,All exfiltrated data,19th Feb 23,Manufacture,,,,,,,,,,,,,,
10-02-2023,WEEE,Software Development,sayweee.com,USA,N/A,N/A,"1,117,405 users? record",Miscellaneous users? data,"Delivery instructions, Email addresses, Names, Phone numbers, Purchases",N/A,IT,,,,,,,,,,,,,,
10-02-2023,THE ARC OF ESSEX COUNTY,Individual and Family Services,arcessex.org,USA,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with screenshots of PII documents,26th Feb 23,Service,,,,,,,,,,,,,,
11-02-2023,CORK INSTITUTE OF TECHNOLOGY & MUNSTER TECHNOLOGICAL UNIVERSITY,College,cit.ie&mtu.ie,Ireland,BlackCat,N/A,"6,08 GB","PII Data, Confidential Data, Financial Data, Students personal & medical data,",All exfiltrated data,N/A,Education,,,,,,,,,,,,,,
11-02-2023,OLSEN LAW GROUP,Law,olsenlawgroup.com,USA,LockBit3.0,N/A,N/A,N/A,/,23rd Feb 23,Law,,,,,,,,,,,,,,
11-02-2023,COVER ME INSURANCE AGENCY,Insurance,covermeinsurance.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents including PII documents,Screenshots with sample of PII documents,04th Mar 23,Insurance,,,,,,,,,,,,,,
11-02-2023,MULLIN,Law,mrkpc.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents including PII documents,Screenshots with sample of PII documents,04th Mar 23,Law,,,,,,,,,,,,,,
11-02-2023,WILSONART,Non-profits & NGOs,wilsonart.co.th,Thailand,LockBit3.0,N/A,N/A,Miscellaneous financial documents,Sample with miscellaneous financial documents,27th Feb 23,Service,,,,,,,,,,,,,,
11-02-2023,LHERMITE AGRI,Business,lhermite-agri.com,France,LockBit3.0,N/A,N/A,N/A,/,20th Feb 23,Service,,,,,,,,,,,,,,
11-02-2023,M.H.S TECHNOLOGIES,IT,mhstech.com,Israel,LockBit3.0,N/A,N/A,N/A,/,23rd Feb 23,IT,,,,,,,,,,,,,,
11-02-2023,PHOENIX PROPERTY INVESTORS,Real Estate,ppinvestors.com,USA,LockBit3.0,N/A,N/A,N/A,/,26th Feb 23,Service,,,,,,,,,,,,,,
12-02-2023,CORK INSTITUTE OF TECHNOLOGY & MUNSTER TECHNOLOGICAL UNIVERSITY,College,cit.ie&mtu.ie,Ireland,BlackCat,N/A,"6,08 GB","PII Data, Confidential Data, Financial Data, Students personal & medical data,",All exfiltrated data,N/A,Education,,,,,,,,,,,,,,
12-02-2023,OLSEN LAW GROUP,Law,olsenlawgroup.com,USA,LockBit3.0,N/A,N/A,N/A,/,23rd Feb 23,Law,,,,,,,,,,,,,,
12-02-2023,COVER ME INSURANCE AGENCY,Insurance,covermeinsurance.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents including PII documents,Screenshots with sample of PII documents,04th Mar 23,Insurance,,,,,,,,,,,,,,
12-02-2023,MULLIN,Law,mrkpc.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents including PII documents,Screenshots with sample of PII documents,04th Mar 23,Law,,,,,,,,,,,,,,
12-02-2023,WILSONART,Non-profits & NGOs,wilsonart.co.th,Thailand,LockBit3.0,N/A,N/A,Miscellaneous financial documents,Sample with miscellaneous financial documents,27th Feb 23,Service,,,,,,,,,,,,,,
12-02-2023,LHERMITE AGRI,Business,lhermite-agri.com,France,LockBit3.0,N/A,N/A,N/A,/,20th Feb 23,Service,,,,,,,,,,,,,,
12-02-2023,M.H.S TECHNOLOGIES,IT,mhstech.com,Israel,LockBit3.0,N/A,N/A,N/A,/,23rd Feb 23,IT,,,,,,,,,,,,,,
12-02-2023,PHOENIX PROPERTY INVESTORS,Real Estate,ppinvestors.com,USA,LockBit3.0,N/A,N/A,N/A,/,26th Feb 23,Service,,,,,,,,,,,,,,
13-02-2023,CORK INSTITUTE OF TECHNOLOGY & MUNSTER TECHNOLOGICAL UNIVERSITY,College,cit.ie&mtu.ie,Ireland,BlackCat,N/A,"6,08 GB","PII Data, Confidential Data, Financial Data, Students personal & medical data,",All exfiltrated data,N/A,Education,,,,,,,,,,,,,,
13-02-2023,OLSEN LAW GROUP,Law,olsenlawgroup.com,USA,LockBit3.0,N/A,N/A,N/A,/,23rd Feb 23,Law,,,,,,,,,,,,,,
13-02-2023,COVER ME INSURANCE AGENCY,Insurance,covermeinsurance.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents including PII documents,Screenshots with sample of PII documents,04th Mar 23,Insurance,,,,,,,,,,,,,,
13-02-2023,MULLIN,Law,mrkpc.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents including PII documents,Screenshots with sample of PII documents,04th Mar 23,Law,,,,,,,,,,,,,,
13-02-2023,WILSONART,Non-profits & NGOs,wilsonart.co.th,Thailand,LockBit3.0,N/A,N/A,Miscellaneous financial documents,Sample with miscellaneous financial documents,27th Feb 23,Service,,,,,,,,,,,,,,
13-02-2023,LHERMITE AGRI,Business,lhermite-agri.com,France,LockBit3.0,N/A,N/A,N/A,/,20th Feb 23,Service,,,,,,,,,,,,,,
13-02-2023,M.H.S TECHNOLOGIES,IT,mhstech.com,Israel,LockBit3.0,N/A,N/A,N/A,/,23rd Feb 23,IT,,,,,,,,,,,,,,
13-02-2023,PHOENIX PROPERTY INVESTORS,Real Estate,ppinvestors.com,USA,LockBit3.0,N/A,N/A,N/A,/,26th Feb 23,Service,,,,,,,,,,,,,,
14-02-2023,BANK OF AFRICA,Bank,bank-of-africa.net,Morocco,Medusa,"$ 10,000,000",N/A,Miscellaneous including financial and confidential documents,Sample with screenshots of miscellaneous financial and confidential documents,20th Feb 23,Bank,,,,,,,,,,,,,,
14-02-2023,CNPR CASSA RAGIONIERI,Accounting,cassaragionieri.it,Italy,LockBit3.0,"$ 399,000",N/A,"miscellaneous PII, financial, confidential documents","Sample with screenshots of Miscellaneous PII, financial, confidential",23rd Feb 23, Service,,,,,,,,,,,,,,
14-02-2023,EUREKA CASINO RESORT,Gambling Facilities and Casinos,eurekamesquite.com,USA,Medusa,"$ 2,000,000",N/A,Miscellaneous financial and PII documents,Sample with screenshots of miscellaneous financial and PII documents,16th Feb 23,Service,,,,,,,,,,,,,,
14-02-2023,TONGA COMMUNICATIONS,Telecommunications,Tcc.to,Tonga,Medusa,"$ 2,000,000",N/A,Miscellaneous documents,Sample with screenshots of miscellaneous confidential documents,25th Feb 23,Service,,,,,,,,,,,,,,
14-02-2023,HIDALGO COUNTY COMMUNITY SUPERVISION AND CORRECTIONS DEPARTMENT,Public Sector,hidalgocounty.us,USA,LockBit3.0,N/A,134 GB,Miscellaneous documents,Sample with screenshots of miscellaneous documents,06th Mar 23,public sector,,,,,,,,,,,,,,
14-02-2023,BANCO SOL,bank,bancosol.ao,Angola,BlackCat,N/A,N/A,"Internal Company Data (Employees personal data, CV?s, DL?s, ID?s, Passports,",/,N/A,Bank,,,,,,,,,,,,,,
14-02-2023,VITAS,Computer Games,vitas.ps,Palestine,BlackCat,N/A,"1,05 TB","Confidential data (finances, passports, customer bases, reports, etc.)",Sample with screenshots of miscellaneous and PII documents,N/A,Service,,,,,,,,,,,,,,
14-02-2023,DIETHELM KELLER AVIATION PTE LTD,Airlines and Aviation,diethelmkelleraviation.com,Singapore,Medusa,"$ 200,000",N/A,Miscellaneous documents,Sample with screenshots of miscellaneous documents,17th Feb 23,Aviation,,,,,,,,,,,,,,
14-02-2023,HOSPITAL SERVICE SPA,Hospital,hshospitalservice.com,Italy,RansomHouse,N/A,50 GB,Confidential data,Sample with confidential data,N/A,Medical,,,,,,,,,,,,,,
14-02-2023,CHEMPARTNER,Pharmaceutical Manufacturing,chempartner.com,China,LockBit3.0,N/A,281 GB,"Company analytics, project information, reports, information on drug supplies",Sample with screenshots of miscellaneous documents,06th Mar 23,Manufacture,,,,,,,,,,,,,,
14-02-2023,TUCSON EYE CARE,Medical,tucsoneyecare.com,USA,LockBit3.0,N/A,"22,8 GB",Miscellaneous documents including PHI documents,Sample with screenshots of PHI documents,04th Mar 23,Medical,,,,,,,,,,,,,,
14-02-2023,VANDER KAAY,Finance,vanderkaay.com,USA,LockBit3.0,N/A,195 GB,Miscellaneous documents,Sample with screenshots of miscellaneous documents,06th Mar 23,Bank,,,,,,,,,,,,,,
14-02-2023,REVENTICS,Hospitals and Health Care,reventics.com,India,Royal,N/A,N/A,Miscellaneous documents,10% of the total amount exfiltrated,N/A,Medical,,,,,,,,,,,,,,
14-02-2023,DANA GROUP ASSOCIATES,Mental Health Care,dana-group.com,USA,LockBit3.0,N/A,N/A,Miscellaneous financial and PII documents,Sample with screenshots of miscellaneous financial and PII documents,05th Mar 23,Medical,,,,,,,,,,,,,,
14-02-2023,MANGALA GROUP,Food and Beverage,mangalagroup.com,India,LockBit3.0,N/A,"23,6 GB",Miscellaneous documents,Sample with screenshots of miscellaneous documents,06th Mar 23,Service,,,,,,,,,,,,,,
14-02-2023,NON SON FASHION,Leisure & Recreation,nonson.com.vn,Vietnam,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with screenshots of PII documents,05th Mar 23,Service,,,,,,,,,,,,,,
14-02-2023,LAGAN SPECIALIST CONTRACTING,Construction,laganscg.com,Ireland,LockBit3.0,N/A,N/A,N/A,/,28th Feb 23,Service,,,,,,,,,,,,,,
14-02-2023,MDS LOGISTICS,Truck transportation,mdstrucking.com,USA,LockBit3.0,N/A,N/A,N/A,/,27th Feb 23,Service,,,,,,,,,,,,,,
14-02-2023,GREEK PEAK MOUNTAIN RESORT,Hospitality,greekpeak.net,USA,LockBit3.0,N/A,N/A,N/A,/,28th Feb 23,Service,,,,,,,,,,,,,,
15-02-2023,PETROCHINA INDONESIA,Oil and Gas,petrochina.co.id,Indonesia,Medusa,"$ 400,000",N/A,Miscellaneous confidential and PII documents,Sample with screenshots of confidential and PII documents,22nd Feb 23,Oil and Gas,,,,,,,,,,,,,,
15-02-2023,MICROGAME SPA,Computer Games,microgame.it,Italy,Play,N/A,"4,16 GB","Private and personal confidential data, a lot of ID, credit cards, clients?",All data,15th Feb 23,Service,,,,,,,,,,,,,,
15-02-2023,ALEXANDERCITY,Public Sector,alexandercityal.Public Sector,USA,Royal,N/A,N/A,Miscellaneous including financial and police documents,/,N/A,Public Sector,,,,,,,,,,,,,,
15-02-2023,BELTRAME GROUP,mining,gruppobeltrame.com,Italy,LockBit3.0,N/A,N/A,Miscellaneous sensitive documents,/,21st Feb 23,Service,,,,,,,,,,,,,,
15-02-2023,DELALLO,Food,delallo.com,USA,Royal,N/A,13 GB,Miscellaneous including financial documents,30% of the total amount exfiltrated,N/A,Service,,,,,,,,,,,,,,
15-02-2023,LEAL GROUP,Finance,lealgroup.mu,Mauritius,BlackCat,N/A,N/A,"Employees personal data, CVs, DL, SSN. Complete network map including",Sample with screenshots of PII documents,N/A,Bank,,,,,,,,,,,,,,
15-02-2023,ENERGIE POOL SCHWEIZ,Utilities,energie-pool.ch,Switzerland,Play,N/A,N/A,"Private and personal confidential data, IDs, passports, agreements, employee",/,20th Feb 23,Service,,,,,,,,,,,,,,
15-02-2023,SRF LIMITED,chemical manufacturing,srf.com,India,LockBit3.0,N/A,N/A,N/A,/,01st Mar 23,Manufacture,,,,,,,,,,,,,,
15-02-2023,GRUPO ALBANESI,Semiconductor Manufacturing,albanesi.com.ar,Argentina,LockBit3.0,N/A,N/A,N/A,/,28th Feb 23,Manufacture,,,,,,,,,,,,,,
15-02-2023,CEFCO,Retail,cefcostores.com,USA,LockBit3.0,N/A,N/A,N/A,/,22nd Feb 23,Service,,,,,,,,,,,,,,
16-02-2023,NATIONAL LOCUMS,Staffing and Recruiting,nationallocums.co.uk,United Kingdom,LockBit3.0,"$ 399,999",N/A,Large number of confidential non-disclosure dates. Personal data of customers.,Sample with screenshots of miscellaneous documents,25th Feb 23,Service,,,,,,,,,,,,,,
16-02-2023,FOAMTEC INTERNATIONAL,Environmental Services,foamtecintlwcc.com,USA,Medusa,"$ 99,000",N/A,Miscellaneous documents,Sample with screenshots of miscellaneous documents,N/A,Service,,,,,,,,,,,,,,
16-02-2023,GALLIER ORL?ANS,Finance,gallier.fr,France,Mallox,N/A,"4,25 GB (packed)",Miscellaneous documents including PHI documents,All the exfiltrated data,N/A,Bank,,,,,,,,,,,,,,
16-02-2023,MECARO,Semiconductor Manufacturing,mecaro.com,Republic of Korea,Mallox,N/A,"4,33 GB (unpacked)",N/A,All the exfiltrated data,N/A,Manufacture,,,,,,,,,,,,,,
16-02-2023,HYDROFIT ALLIANCE,Oil and Gas,hydrofitgroup.com,UAE,Mallox,N/A,2.66 GB (unpacked),N/A,All the exfiltrated data,N/A,Oil and Gas,,,,,,,,,,,,,,
16-02-2023,RICHARDS INDUSTRIALS,Industrial Machinery Manufacturing,richardsind.com,USA,LockBit3.0,N/A,N/A,N/A,/,27th Feb 23,Manufacture,,,,,,,,,,,,,,
16-02-2023,VIPAR,Truck transportation,vipar.com,USA,LockBit3.0,N/A,N/A,N/A,/,08th Mar 23,Service,,,,,,,,,,,,,,
16-02-2023,SEMS,Environmental Services,semsinc.net,USA,LockBit3.0,N/A,N/A,N/A,/,25th Feb 23,Service,,,,,,,,,,,,,,
16-02-2023,MONTIBELLO,Cosmetics,montibello.com,Spain,LockBit3.0,N/A,N/A,N/A,/,27th Feb 23,Service,,,,,,,,,,,,,,
16-02-2023,BLACK &WHITE CABS,Travel arrangements,blackandwhitecabs.com.au,Australia,LockBit3.0,N/A,N/A,N/A,/,02nd Mar 23,Service,,,,,,,,,,,,,,
16-02-2023,TRUDI,IT Services and IT Consulting,trudi.it,Italy,LockBit3.0,N/A,N/A,N/A,/,04th Mar 23,IT,,,,,,,,,,,,,,
16-02-2023,AMADA WELD TECH,Equipments and system manufacturing,amadaweldtech.com,USA,BlackCat,N/A,N/A,N/A,/,N/A,Manufacture,,,,,,,,,,,,,,
17-02-2023,AP EMISSIONS TECHNOLOGIES,Automotive Manufacturing,apemissions.com,USA,Medusa,"$ 2,000,000",N/A,Miscellaneous documents,Sample with screenshots of miscellaneous documents,N/A,Manufacture,,,,,,,,,,,,,,
17-02-2023,HENGMEI OPTOELECTRONICS CO.,shopping,en.cnhmo.cn,China,BlackCat,N/A,"1,1 TB","Financial documents and reports ? Analytical and strategic documents,",Sample with screenshots of miscellaneous documents including corporate and PII,N/A,Service,,,,,,,,,,,,,,
17-02-2023,EVANS CONSOLES,Manufacturing,evansonline.com,USA,Royal,N/A,N/A,Miscellaneous documents,100% of the exfiltrated data,N/A,Manufacture,,,,,,,,,,,,,,
17-02-2023,CORE AUTOMATION,Electrical,coreautomation.com,USA,LockBit3.0,N/A,500 GB,Miscellaneous private information,/,19TH Feb 23,Service,,,,,,,,,,,,,,
17-02-2023,VISSAN,Food,vissan.com.vn,Vietnam,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with screenshots of miscellaneous documents,09th Mar 23,Service,,,,,,,,,,,,,,
17-02-2023,MYERS,"Appliances, Electrical, and Electronics Manufacturing",myerspower.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with screenshots of miscellaneous documents,03rd Mar 23,Manufacture,,,,,,,,,,,,,,
17-02-2023,PUEBLO OF ZIA,Business,ziapueblo.org,Mexico,LockBit3.0,N/A,N/A,N/A,/,26th Feb 23,Service,,,,,,,,,,,,,,
17-02-2023,VITROX CORPORATION BERHAD,"Appliances, Electrical, and Electronics Manufacturing",vitrox.com,Malaysia,LockBit3.0,N/A,N/A,N/A,/,05th Mar 23,Manufacture,,,,,,,,,,,,,,
17-02-2023,ROYAL LEPAGE,Real Estate,royallepage.ca,Canada,LockBit3.0,N/A,N/A,N/A,/,02nd Mar 23,Service,,,,,,,,,,,,,,
18-02-2023,PIERCE TRANSIT,Truck transportation,piercetransit.org,USA,LockBit3.0,"$ 1,999,999",N/A,"Postal correspondence, NDA agreements, personal data of customers, Contracts",Sample with screenshots of miscellaneous documents,N/A,Service,,,,,,,,,,,,,,
18-02-2023,NYC BAR ASSOCIATION,Law,nycbar.org,USA,Cl0p,N/A,"1,77 TB",Miscellaneous documents,Sample with several folders and screenshots with PII documents,N/A,Law,,,,,,,,,,,,,,
18-02-2023,NESG,Pharma,nesg.com,USA,BianLian,N/A,62 GB,Fileserver data. Clients? data. Technical documents. Financial data.,Sample with files tree and several folders,N/A,Pharma,,,,,,,,,,,,,,
18-02-2023,FIBERTEC,Environmental Services,fibertec.us,USA,BianLian,N/A,400 GB,Accounting. SQL databases. Post archives. QuickBooks databases. Financial,Sample with files tree and several folders,N/A,Service,,,,,,,,,,,,,,
18-02-2023,SINGLESOURCE,Food,singlesource.com,USA,BlackCat,N/A,300 GB,Confidential data,Sample with screenshot of a contract,N/A,Service,,,,,,,,,,,,,,
18-02-2023,SUBURBAN LABORATORIES,Environmental Services,suburbanlabs.com,USA,BianLian,N/A,335 GB,HR. Accounting. SQL databases. Post archives. Financial sheets. Business,Sample with files tree and several folders,N/A,Service,,,,,,,,,,,,,,
18-02-2023,ALLIED INTERNATIONAL,Automotive,alliedtools.com,USA,LockBit3.0,N/A,102 GB,Miscellaneous documents,Sample with screenshots of miscellaneous and financial documents,10th Mar 23,Service,,,,,,,,,,,,,,
18-02-2023,NEWYORKER,Textile Industry,newyorker.de,Germany,BianLian,N/A,340 GB,Marketing data. Business data. Financial data. Client personal data.,Sample with files tree and several folders,05th Mar 23,Service,,,,,,,,,,,,,,
18-02-2023,INTERNATIONAL CENTER OF PHOTOGRAPHY,Photography,icp.org,USA,Medusa,"$ 200,000",N/A,Miscellaneous documents,Sample with screenshots of miscellaneous documents,28th Feb 23,Service,,,,,,,,,,,,,,
18-02-2023,HOTDESK.ME,IT,hotdesk.me,United Kingdom,LockBit3.0,N/A,N/A,Miscellaneous Hotdesk?s documents and their customers such as Barrington James,/,24th Feb 23,IT,,,,,,,,,,,,,,
18-02-2023,SANDY COVE,Tourism,sandycove.org,USA,LockBit3.0,N/A,105 GB,Miscellaneous documents,Sample with screenshots of miscellaneous documents,07th Mar 23,Service,,,,,,,,,,,,,,
18-02-2023,NEWBRIDGE,Facilities Services,newbridge.org,USA,LockBit3.0,N/A,"16,4 GB",Miscellaneous documents,Screenshots with sample of miscellaneous documents,10th Mar 23,Service,,,,,,,,,,,,,,
18-02-2023,WAWASEE COMMUNITY SCHOOL CORPORATION,School,wawasee.k12.in.us,USA,BlackCat,N/A,"9,78 GB",Miscellaneous documents,All the exfiltrated data,Expired,Education,,,,,,,,,,,,,,
18-02-2023,CANSEW,Textile Industry,cansew.com,USA,BlackCat,N/A,"22,7 GB",Miscellaneous documents,All the exfiltrated data,Expired,Service,,,,,,,,,,,,,,
